FID,the_geom,SRC,STATUS,SYS_ID,YZ_LABEL,YZNM_PY,YZNM_CH,YZNM_FT,AT_TWN_PY,GB10_CNTY,10CNTY_CH,10CNTY_EN,10DIST_CH,10DIST_EN,10PROV_CH,10PROV_EN,CHGIS_ID,long,lat
ming_courier_stations_2014_p8k.359,POINT (113.150009 27.85255600000001),PA_1903,N,368,ZHUZHOU Hunan (??),ZHUZHOU,??,??,,430204,???,Shifeng,???,Zhuzhou,???,Hunan,18838,113.15001,27.85256
ming_courier_stations_2014_p8k.360,POINT (113.51667022705078 24.899999618530288),PA_1903,N,369,LIBUTOU Guangdong (???),LIBUTOU,???,???,,440204,???,Zhenjiang,???,Shaoguan,???,Guangdong,,113.51667,24.9
ming_courier_stations_2014_p8k.361,POINT (113.346794 25.134874000000007),MDYZK,Y,370,LECHANG Guangdong (??),LECHANG,??,??,,440281,???,Lechang,???,Shaoguan,???,Guangdong,269,113.34679,25.13487
ming_courier_stations_2014_p8k.362,POINT (113.58333587646484 24.68333244323732),PA_1903,N,371,MABA Guangdong (??),MABA,??,??,,440205,???,Qujiang,???,Shaoguan,???,Guangdong,,113.58334,24.68333
ming_courier_stations_2014_p8k.363,POINT (113.58702327684166 24.569223778503126),PA_1903,N,372,WUSHI Guangdong (??),WUSHI,??,??,WUSHEK,440205,???,Qujiang,???,Shaoguan,???,Guangdong,,113.58702,24.56922
ming_courier_stations_2014_p8k.364,POINT (113.53175462267201 24.41668229299489),PA_1903,N,373,SHAKOU Guangdong (??),SHAKOU,??,??,,441881,???,Yingde,???,Qingyuan,???,Guangdong,,113.53175,24.41668
ming_courier_stations_2014_p8k.365,POINT (113.45216776066772 24.264140807486648),PA_1903,N,374,HETOU Guangdong (??),HETOU,??,??,,441881,???,Yingde,???,Qingyuan,???,Guangdong,,113.45217,24.26414
ming_courier_stations_2014_p8k.366,POINT (113.82032 24.37513700000001),PA_1903,B,375,WENGYUAN Guangdong (??),WENGYUAN,??,??,,440229,???,Wengyuan,???,Shaoguan,???,Guangdong,275,113.82032,24.37514
ming_courier_stations_2014_p8k.367,POINT (113.4628631885872 24.717913898960095),PA_1903,N,376,LONGGUIXU Guangdong (???),LONGGUIXU,???,???,,440203,???,Wujiang,???,Shaoguan,???,Guangdong,,113.46286,24.71791
ming_courier_stations_2014_p8k.368,POINT (113.26900000000002 24.78400000000001),PA_1903,B,377,RUYUAN Guangdong (??),RUYUAN,??,??,,440232,???????,Ruyuanyaozuzizhixian,???,Shaoguan,???,Guangdong,273,113.269,24.784
ming_courier_stations_2014_p8k.369,POINT (112.88917099999999 23.98898300000001),PA_1903,N,378,SHAHE Guangdong (??),SHAHE,??,??,,441827,???,Qingxin,???,Qingyuan,???,Guangdong,16978,112.88917,23.98898
ming_courier_stations_2014_p8k.370,POINT (112.759628 24.126741000000038),PA_1903,P,379,BAISHITANXU Guangdong (???),BAISHITANXU,???,???,,441827,???,Qingxin,???,Qingyuan,???,Guangdong,,112.75963,24.12674
ming_courier_stations_2014_p8k.371,POINT (112.66204100000006 24.328947000000028),PA_1903,L,380,DUBUXU Guangdong (???),DUBUXU,???,???,,441823,???,Yangshan,???,Qingyuan,???,Guangdong,127321,112.66204,24.32895
ming_courier_stations_2014_p8k.372,POINT (112.71364599999998 24.39618500000001),PA_1903,N,381,SHUIKOU Guangdong (??),SHUIKOU,??,??,,441823,???,Yangshan,???,Qingyuan,???,Guangdong,16904,112.71365,24.39619
ming_courier_stations_2014_p8k.373,POINT (112.63826700000001 24.48501400000001),PA_1903,B,382,YANGSHAN Guangdong (??),YANGSHAN,??,??,,441823,???,Yangshan,???,Qingyuan,???,Guangdong,271,112.63827,24.48501
ming_courier_stations_2014_p8k.374,POINT (112.37812100000001 24.779701000000006),PA_1903,B,383,LIANZHOU Guangdong (??),LIANZHOU,??,??,,441882,???,Lianzhou,???,Qingyuan,???,Guangdong,9544,112.37812,24.7797
ming_courier_stations_2014_p8k.375,POINT (112.283 24.719000000000012),PA_1903,N,384,SANJIANG Guangdong (??),SANJIANG,??,??,,441826,???????,Liannanyaozuzizhixian,???,Qingyuan,???,Guangdong,16895,112.283,24.719
ming_courier_stations_2014_p8k.376,POINT (112.84799999999998 22.88900000000001),PA_1903,N,385,SANZHOU Guangdong (??),SANZHOU,??,??,,440608,???,Gaoming,???,Foshan,???,Guangdong,17112,112.848,22.889
ming_courier_stations_2014_p8k.377,POINT (112.695587 22.86233500000001),MDYZK,Y,386,GAOMING Guangdong (??),GAOMING,??,??,,440608,???,Gaoming,???,Foshan,???,Guangdong,311,112.69559,22.86234
ming_courier_stations_2014_p8k.378,POINT (112.694534 23.348709000000007),MDYZK,Y,387,SIHUI Guangdong (??),SIHUI,??,??,,441284,???,Sihui,???,Zhaoqing,???,Guangdong,291,112.69453,23.34871
ming_courier_stations_2014_p8k.379,POINT (112.43131999999999 23.642736000000006),MDYZK,Y,388,GUANGNING Guangdong (??),GUANGNING,??,??,,441223,???,Guangning,???,Zhaoqing,???,Guangdong,290,112.43132,23.64274
ming_courier_stations_2014_p8k.380,POINT (112.179237 23.912186000000013),PA_1903,B,389,HUAIJI Guangdong (???),HUAIJI,???,???,,441224,???,Huaiji,???,Zhaoqing,???,Guangdong,425,112.17924,23.91219
ming_courier_stations_2014_p8k.381,POINT (109.23946400000007 22.835493000000046),PA_1903,N,390,JIAOYIXU Guangxi (??),JIAOYIXU,??,??,,450127,??,Heng,???,Nanning,???????,Guangxi,155200,109.23946,22.83549
ming_courier_stations_2014_p8k.382,POINT (108.61439500000002 21.951426000000012),PA_1903,L,391,QINZHOU Guangxi (??),QINZHOU,??,??,,450702,???,Qinnan,???,Qinzhou,???????,Guangxi,320,108.6144,21.95143
ming_courier_stations_2014_p8k.383,POINT (110.25089300000002 21.38298000000001),PA_1903,B,392,SUIXI Guangdong (??),SUIXI,??,??,,440823,???,Suixi,???,Zhanjiang,???,Guangdong,322,110.25089,21.38298
ming_courier_stations_2014_p8k.384,POINT (110.07482900000007 21.17492300000004),MDYZK,Y,393,CHENGYUE Guangdong (??),CHENGYUE,??,??,,440823,???,Suixi,???,Zhanjiang,???,Guangdong,127093,110.07483,21.17492
ming_courier_stations_2014_p8k.385,POINT (110.11496000000004 21.366423000000054),PA_1903,N,394,YANGJING Guangdong (??),YANGJING,??,??,,440823,???,Suixi,???,Zhanjiang,???,Guangdong,127090,110.11496,21.36642
ming_courier_stations_2014_p8k.386,POINT (110.087914 20.901958000000008),PA_1903,N,395,HAIKANG Guangdong (??),HAIKANG,??,??,,440882,???,Leizhou,???,Zhanjiang,???,Guangdong,328,110.08791,20.90196
ming_courier_stations_2014_p8k.387,POINT (110.08393799999999 20.56885300000001),MDYZK,Y,396,YINGLI Guangdong (???),YINGLI,???,???,,440882,???,Leizhou,???,Zhanjiang,???,Guangdong,17252,110.08394,20.56885
ming_courier_stations_2014_p8k.388,POINT (110.16278100000001 20.329676000000017),MDYZK,Y,397,XUWEN Guangdong (??),XUWEN,??,??,,440825,???,Xuwen,???,Zhanjiang,???,Guangdong,344,110.16278,20.32968
ming_courier_stations_2014_p8k.389,POINT (110.27355899999999 21.593603000000016),PA_1903,N,398,SHICHENG Guangdong (??),SHICHENG,??,??,,440881,???,Lianjiang,???,Zhanjiang,???,Guangdong,325,110.27356,21.5936
ming_courier_stations_2014_p8k.390,POINT (110.625313 21.65402800000001),MDYZK,N,399,LINGSHUIYI Guangdong (???),LINGSHUIYI,???,???,,440982,???,Huazhou,???,Maoming,???,Guangdong,1784,110.62531,21.65403
ming_courier_stations_2014_p8k.391,POINT (110.7066500000001 21.73174700000005),PA_1903,N,400,NANSHENG Guangdong (??),NANSHENG,??,??,,440982,???,Huazhou,???,Maoming,???,Guangdong,126930,110.70665,21.73175
ming_courier_stations_2014_p8k.392,POINT (110.76403000000006 21.830734000000064),PA_1903,N,401,SHIGU Guangdong (??),SHIGU,??,??,,440981,???,Gaozhou,???,Maoming,???,Guangdong,126929,110.76403,21.83073
ming_courier_stations_2014_p8k.393,POINT (110.85381300000002 21.919214000000014),MDYZK,Y,402,GAOZHOU Guangdong (??),GAOZHOU,??,??,,440981,???,Gaozhou,???,Maoming,???,Guangdong,9554,110.85381,21.91921
ming_courier_stations_2014_p8k.394,POINT (111.308571 23.48689800000001),MDYZK,Y,403,WUZHOU Guangxi (??),WUZHOU,??,??,,450404,???,Dieshan,???,Wuzhou,???????,Guangxi,9565,111.30857,23.4869
ming_courier_stations_2014_p8k.395,POINT (110.80361199999999 24.16912300000001),MDYZK,N,404,ZHAOPING Guangxi (???),ZHAOPING,???,???,,451121,???,Shaoping,???,Hezhou,???????,Guangxi,386,110.80361,24.16912
ming_courier_stations_2014_p8k.396,POINT (112.45315500000001 23.056921000000006),MDYZK,N,405,ZHAOQING Guangdong (???),ZHAOQING,???,???,,441202,???,Duanzhou,???,Zhaoqing,???,Guangdong,9547,112.45316,23.05692
ming_courier_stations_2014_p8k.397,POINT (116.682884 23.363955000000015),PA_1903,N,406,SHANTOU Guangdong (??),SHANTOU,??,??,,440511,???,Jinping,???,Shantou,???,Guangdong,17055,116.68288,23.36396
ming_courier_stations_2014_p8k.398,POINT (116.6848980000001 23.451500000000067),PA_1903,P,407,ANBU Guangdong (??),ANBU,??,??,,445121,???,Chaoan,???,Chaozhou,???,Guangdong,125854,116.6849,23.4515
ming_courier_stations_2014_p8k.399,POINT (116.655524 23.506814000000084),PA_1903,P,408,CAITANGXU Guangdong (???),CAITANGXU,???,???,,445121,???,Chaoan,???,Chaozhou,???,Guangdong,125859,116.65552,23.50681
ming_courier_stations_2014_p8k.400,POINT (116.64671600000008 23.555267000000075),PA_1903,N,409,LONGHU Guangdong (??),LONGHU,??,??,,445121,???,Chaoan,???,Chaozhou,???,Guangdong,125858,116.64672,23.55527
ming_courier_stations_2014_p8k.401,POINT (116.60291300000007 23.58143600000005),PA_1903,N,410,FUYANG Guangdong (??),FUYANG,??,??,,445121,???,Chaoan,???,Chaozhou,???,Guangdong,125860,116.60291,23.58144
ming_courier_stations_2014_p8k.402,POINT (116.63665800000001 23.66770600000001),MDYZK,Y,411,FENGCHENGYI Guangdong (???),FENGCHENGYI,???,???,CHAOZHOU,445102,???,Xiangqiao,???,Chaozhou,???,Guangdong,9551,116.63666,23.66771
ming_courier_stations_2014_p8k.403,POINT (116.45800000000001 23.914000000000012),PA_1903,N,412,LIUHUANG Guangdong (??),LIUHUANG,??,??,,441423,???,Fengshun,???,Meizhou,???,Guangdong,17053,116.458,23.914
ming_courier_stations_2014_p8k.404,POINT (116.5232470000001 24.09501600000005),PA_1903,N,413,XINDU Guangdong (??),XINDU,??,??,TAN'AOXU,441423,???,Fengshun,???,Meizhou,???,Guangdong,,116.52325,24.09502
ming_courier_stations_2014_p8k.405,POINT (116.11049699999998 24.315781000000015),PA_1903,N,414,JIAYINGFU Guangdong (??),JIAYINGFU,??,??,,441402,???,Meijiang,???,Meizhou,???,Guangdong,9546,116.1105,24.31578
ming_courier_stations_2014_p8k.406,POINT (116.63282 24.18622200000005),MDYZK,Y,415,CHENGJIANGYI Guangdong (???),CHENGJIANGYI,???,???,,441422,???,Dapu,???,Meizhou,???,Guangdong,125874,116.63282,24.18622
ming_courier_stations_2014_p8k.407,POINT (116.563042 24.39469000000001),PA_1903,N,416,SANHEBA Guangdong (???),SANHEBA,???,???,,441422,???,Dapu,???,Meizhou,???,Guangdong,16951,116.56304,24.39469
ming_courier_stations_2014_p8k.408,POINT (116.68544 24.51774600000001),MDYZK,Y,417,DAPU Guangdong (??),DAPU,??,??,,441422,???,Dapu,???,Meizhou,???,Guangdong,284,116.68544,24.51775
ming_courier_stations_2014_p8k.409,POINT (115.97683000000008 24.040634000000072),MDYZK,L,418,QIDUYI Guangdong (???),QIDUYI,???,???,,441421,??,Mei,???,Meizhou,???,Guangdong,125969,115.97683,24.04063
ming_courier_stations_2014_p8k.410,POINT (115.72734799999999 24.138691000000016),MDYZK,Y,419,XINGNING Guangdong (???),XINGNING,???,???,,441481,???,Xingning,???,Meizhou,???,Guangdong,282,115.72735,24.13869
ming_courier_stations_2014_p8k.411,POINT (115.641083 22.948467000000015),PA_1903,B,420,LUFENG Guangdong (??),LUFENG,??,??,,441581,???,Lufeng,???,Shanwei,???,Guangdong,318,115.64108,22.94847
ming_courier_stations_2014_p8k.412,POINT (115.335 22.976000000000006),MDYZK,Y,421,NANFENGYI Guangdong (???),NANFENGYI,???,???,,441521,???,Haifeng,???,Shanwei,???,Guangdong,319,115.335,22.976
ming_courier_stations_2014_p8k.413,POINT (115.61644 24.066050000000015),MDYZK,Y,422,CHANGLE Guangdong (??),CHANGLE,??,??,,441424,???,Wuhua,???,Meizhou,???,Guangdong,281,115.61644,24.06605
ming_courier_stations_2014_p8k.414,POINT (115.44747900000003 24.080870000000065),PA_1903,N,423,QILINGXU Guangdong (??),QILINGXU,??,??,,441424,???,Wuhua,???,Meizhou,???,Guangdong,126033,115.44748,24.08087
ming_courier_stations_2014_p8k.415,POINT (115.361618 24.007019000000078),PA_1903,L,424,HESHIXU Guangdong (???),HESHIXU,???,???,,441622,???,Longchuan,???,Heyuan,???,Guangdong,126037,115.36162,24.00702
ming_courier_stations_2014_p8k.416,POINT (115.25558500000012 24.099714000000063),PA_1903,N,425,LAOLONG Guangdong (??),LAOLONG,??,??,,441622,???,Longchuan,???,Heyuan,???,Guangdong,126040,115.25559,24.09971
ming_courier_stations_2014_p8k.417,POINT (115.18617200000001 24.060003000000012),MDYZK,Y,426,LONGCHUAN Guangdong (??),LONGCHUAN,??,??,,441622,???,Longchuan,???,Heyuan,???,Guangdong,283,115.18617,24.06
ming_courier_stations_2014_p8k.418,POINT (115.08398399999997 23.956976000000015),PA_1903,N,427,LANKOU Guangdong (??),LANKOU,??,??,,441625,???,Dongyuan,???,Heyuan,???,Guangdong,17037,115.08398,23.95698
ming_courier_stations_2014_p8k.419,POINT (114.69146 23.736834000000012),MDYZK,Y,428,HEYUAN Guangdong (??),HEYUAN,??,??,,441602,???,Yuancheng,???,Heyuan,???,Guangdong,298,114.69146,23.73683
ming_courier_stations_2014_p8k.420,POINT (114.5999984741211 23.56666755676271),PA_1903,N,429,PUQIAN Guangdong (??),PUQIAN,??,??,,441602,???,Yuancheng,???,Heyuan,???,Guangdong,,114.6,23.56667
ming_courier_stations_2014_p8k.421,POINT (114.58677700000011 23.401756000000038),PA_1903,N,430,GUANYINGE Guangdong (???),GUANYINGE,???,???,,441322,???,Boluo,???,Huizhou,???,Guangdong,126195,114.58678,23.40176
ming_courier_stations_2014_p8k.422,POINT (114.46666717529297 23.350000381469734),PA_1903,N,431,CHIWEI Guangdong (??),CHIWEI,??,??,TAIMEI,441322,???,Boluo,???,Huizhou,???,Guangdong,,114.46667,23.35
ming_courier_stations_2014_p8k.423,POINT (114.5999984741211 23.166666030883796),PA_1903,N,432,HENGLI Guangdong (??),HENGLI,??,??,,441322,???,Boluo,???,Huizhou,???,Guangdong,,114.6,23.16667
ming_courier_stations_2014_p8k.424,POINT (114.410285 23.089378000000014),MDYZK,N,433,XINLEYI Guangdong (???),XINLEYI,???,???,,441302,???,Huicheng,???,Huizhou,???,Guangdong,9550,114.41029,23.08938
ming_courier_stations_2014_p8k.425,POINT (114.27360600000002 23.17224700000001),MDYZK,Y,434,BOLUO Guangdong (??),BOLUO,??,??,,441322,???,Boluo,???,Huizhou,???,Guangdong,347,114.27361,23.17225
ming_courier_stations_2014_p8k.426,POINT (104.616356 28.774832000000014),MDYZK,N,435,WENCHUANYI Sichuan (???),WENCHUANYI,???,???,,511502,???,Cuiping,???,Yibin,???,Sichuan,9721,104.61636,28.77483
ming_courier_stations_2014_p8k.427,POINT (104.972015 28.84798400000001),MDYZK,Y,436,NANXI Sichuan (??),NANXI,??,??,,511522,???,Nanxi,???,Yibin,???,Sichuan,1291,104.97202,28.84798
ming_courier_stations_2014_p8k.428,POINT (105.43700400000002 28.884363000000015),MDYZK,N,437,LUCHUANYI Sichuan (???),LUCHUANYI,???,???,,510502,???,Jiangyang,???,Luzhou,???,Sichuan,9723,105.437,28.88436
ming_courier_stations_2014_p8k.429,POINT (105.273041 29.349380000000018),MDYZK,N,438,LUQIAOYI Sichuan (???),LUQIAOYI,???,???,,511028,???,Longchang,???,Neijiang,???,Sichuan,1270,105.27304,29.34938
ming_courier_stations_2014_p8k.430,POINT (105.59631300000001 29.412771000000017),MDYZK,Y,439,RONGCHANG Chongqing (??),RONGCHANG,??,??,,500226,???,Rongchang,???????,Chongqing (Counties),???,Chongqing,1271,105.59631,29.41277
ming_courier_stations_2014_p8k.431,POINT (105.053894 29.580755000000014),MDYZK,Y,440,NEIJIANG Sichuan (??),NEIJIANG,??,??,,511002,???,Shizhong,???,Neijiang,???,Sichuan,1264,105.05389,29.58076
ming_courier_stations_2014_p8k.432,POINT (104.84835799999999 29.78474800000001),MDYZK,Y,441,ZIZHOU Sichuan (??),ZIZHOU,??,??,,511025,???,Zizhong,???,Neijiang,???,Sichuan,9718,104.84836,29.78475
ming_courier_stations_2014_p8k.433,POINT (105.89660599999999 29.360287000000014),MDYZK,N,442,DONGCHUAN Chongqing (???),DONGCHUAN,???,???,,500118,???,Yongchuan,???????,Chongqing (Districts),???,Chongqing,1269,105.89661,29.36029
ming_courier_stations_2014_p8k.434,POINT (105.82672900000001 28.81200200000001),MDYZK,Y,443,HEJIANG Sichuan (??),HEJIANG,??,??,,510522,???,Hejiang,???,Luzhou,???,Sichuan,1298,105.82673,28.812
ming_courier_stations_2014_p8k.435,POINT (105.381729 28.78206300000001),MDYZK,Y,444,NAXI Sichuan (???),NAXI,???,???,,510502,???,Jiangyang,???,Luzhou,???,Sichuan,1300,105.38173,28.78206
ming_courier_stations_2014_p8k.436,POINT (105.42077199999999 28.174404000000017),MDYZK,Y,445,YONGNING Sichuan (???),YONGNING,???,???,,510524,???,Xuyong,???,Luzhou,???,Sichuan,1778,105.42077,28.1744
ming_courier_stations_2014_p8k.437,POINT (104.88917499999998 28.37926900000001),MDYZK,Y,446,CHANGNING Sichuan (??),CHANGNING,??,??,,511524,???,Changning,???,Yibin,???,Sichuan,1289,104.88917,28.37927
ming_courier_stations_2014_p8k.438,POINT (104.79779099999999 28.381191000000015),MDYZK,N,447,DUNINGYI Sichuan (???),DUNINGYI,???,???,,511526,??,Gong,???,Yibin,???,Sichuan,1295,104.79779,28.38119
ming_courier_stations_2014_p8k.439,POINT (105.08632700000001 28.340626000000018),PA_1903,B,448,XINGWEN Sichuan (??),XINGWEN,??,??,,511528,???,Xingwen,???,Yibin,???,Sichuan,1297,105.08633,28.34063
ming_courier_stations_2014_p8k.440,POINT (102.233864 26.661867000000008),PA_1903,N,449,HUILI Sichuan (??),HUILI,??,??,,513425,???,Huili,???????,Liangshanyizu,???,Sichuan,1304,102.23386,26.66187
ming_courier_stations_2014_p8k.441,POINT (102.32645900000006 27.332909000000033),MDYZK,Y,450,AYONGYI Sichuan (???),AYONGYI,???,???,,513424,???,Dechang,???????,Liangshanyizu,???,Sichuan,21582,102.32646,27.33291
ming_courier_stations_2014_p8k.442,POINT (102.266953 27.899815000000018),MDYZK,Y,451,LUCHUANYI Sichuan (???),LUCHUANYI,???,???,NINGYUAN,513401,???,Xichang,???????,Liangshanyizu,???,Sichuan,9725,102.26695,27.89982
ming_courier_stations_2014_p8k.443,POINT (102.197121 28.307333000000014),MDYZK,Y,452,LUGUGUAN Sichuan (???),LUGUGUAN,???,???,,513433,???,Mianning,???????,Liangshanyizu,???,Sichuan,21516,102.19712,28.30733
ming_courier_stations_2014_p8k.444,POINT (102.16570299999998 28.550951000000012),MDYZK,Y,453,NINGFANWEI Sichuan (???),NINGFANWEI,???,???,MIANNING,513433,???,Mianning,???????,Liangshanyizu,???,Sichuan,11285,102.1657,28.55095
ming_courier_stations_2014_p8k.445,POINT (102.50377699999999 28.643764000000015),MDYZK,Y,454,YUEXI Sichuan (?xi),YUEXI,?xi,?xi,,513434,???,Yuexi,???????,Liangshanyizu,???,Sichuan,1286,102.50378,28.64376
ming_courier_stations_2014_p8k.446,POINT (102.61779799999996 29.585054000000014),PA_1903,N,455,QINGXI Sichuan (??),QINGXI,??,??,,511823,???,Hanyuan,???,Yaan,???,Sichuan,1210,102.6178,29.58505
ming_courier_stations_2014_p8k.447,POINT (102.67692600000001 29.354038000000056),PA_1903,N,456,FULIN Sichuan (??),FULIN,??,??,,511823,???,Hanyuan,???,Yaan,???,Sichuan,166291,102.67693,29.35404
ming_courier_stations_2014_p8k.448,POINT (102.83731800000001 29.79532600000002),MDYZK,Y,457,JINGKOUYI Sichuan (???),JINGKOUYI,???,???,RONGJING,511822,???,Xingjing,???,Yaan,???,Sichuan,1255,102.83732,29.79533
ming_courier_stations_2014_p8k.449,POINT (102.984367 29.98555600000001),MDYZK,Y,458,YA'AN Sichuan (???),YA'AN,???,???,,511802,???,Yucheng,???,Yaan,???,Sichuan,9716,102.98437,29.98556
ming_courier_stations_2014_p8k.450,POINT (102.750504 30.078638000000012),MDYZK,Y,459,TAIPINGYI Sichuan (???),TAIPINGYI,???,???,TIANQUAN,511825,???,Tianquan,???,Yaan,???,Sichuan,1219,102.7505,30.07864
ming_courier_stations_2014_p8k.451,POINT (103.456825 30.41659000000001),MDYZK,Y,460,QIONGZHOU Sichuan (??),QIONGZHOU,??,??,,510183,???,Qionglai,???,Chengdu,???,Sichuan,9711,103.45682,30.41659
ming_courier_stations_2014_p8k.452,POINT (103.751564 29.57068600000002),MDYZK,Y,461,JIADING Sichuan (???),JIADING,???,???,,511102,???,Shizhong,???,Leshan,???,Sichuan,9717,103.75156,29.57069
ming_courier_stations_2014_p8k.453,POINT (103.79755788075808 29.364793246610876),PA_1903,N,462,ZHUGENTAN Sichuan (???),ZHUGENTAN,???,???,,511112,????,Wutongqiao,???,Leshan,???,Sichuan,,103.79756,29.36479
ming_courier_stations_2014_p8k.454,POINT (103.94312299999999 29.209244000000016),MDYZK,Y,463,JIANWEI Sichuan (??),JIANWEI,??,??,,511123,???,Jianwei,???,Leshan,???,Sichuan,1262,103.94312,29.20924
ming_courier_stations_2014_p8k.455,POINT (103.80939500000001 29.469742000000014),PA_1903,N,464,NIUHUAXI Sichuan (???),NIUHUAXI,???,???,,511112,????,Wutongqiao,???,Leshan,???,Sichuan,21635,103.8094,29.46974
ming_courier_stations_2014_p8k.456,POINT (103.845108 29.837276000000024),MDYZK,Y,465,QINGSHEN Sichuan (??),QINGSHEN,??,??,,511425,???,Qingshen,???,Meishan,???,Sichuan,1311,103.84511,29.83728
ming_courier_stations_2014_p8k.457,POINT (103.83145899999998 30.050497000000014),MDYZK,Y,466,MEIZHOU Sichuan (???),MEIZHOU,???,???,,511402,???,Dongpo,???,Meishan,???,Sichuan,9712,103.83146,30.0505
ming_courier_stations_2014_p8k.458,POINT (103.86924699999999 30.200752000000012),MDYZK,Y,467,PENGSHAN Sichuan (??),PENGSHAN,??,??,,511422,???,Pengshan,???,Meishan,???,Sichuan,1229,103.86925,30.20075
ming_courier_stations_2014_p8k.459,POINT (103.67260699999997 30.636564000000018),MDYZK,Y,468,CHONGQINGZHOU Sichuan (???),CHONGQINGZHOU,???,???,,510184,???,Chongzhou,???,Chengdu,???,Sichuan,1228,103.67261,30.63656
ming_courier_stations_2014_p8k.460,POINT (103.83060499999999 30.702269000000012),PA_1903,B,469,WENJIANG Sichuan (??),WENJIANG,??,??,,510115,???,Wenjiang,???,Chengdu,???,Sichuan,1307,103.8306,30.70227
ming_courier_stations_2014_p8k.461,POINT (104.283066 30.981310000000022),MDYZK,Y,470,HANZHOU Sichuan (??),HANZHOU,??,??,,510681,???,Guanghan,???,Deyang,???,Sichuan,1233,104.28307,30.98131
ming_courier_stations_2014_p8k.462,POINT (103.578148 31.477791000000014),MDYZK,Y,471,ANYUANYI Sichuan (???),ANYUANYI,???,???,WEIJIU,513221,???,Wenchuan,?????????,Abacangzuqiangzu,???,Sichuan,21290,103.57815,31.47779
ming_courier_stations_2014_p8k.463,POINT (103.480194 31.297791000000018),MDYZK,Y,472,HANSHUIYI Sichuan (???),HANSHUIYI,???,???,WENCHUAN,513221,???,Wenchuan,?????????,Abacangzuqiangzu,???,Sichuan,1190,103.48019,31.29779
ming_courier_stations_2014_p8k.464,POINT (103.62140367280546 31.01261330729045),MDYZK,Y,473,YONGKANGYI Sichuan (???),YONGKANGYI,???,???,PIXIAN,510181,????,Dujiangyan,???,Chengdu,???,Sichuan,1223,103.6214,31.01261
