FID,the_geom,SRC,STATUS,SYS_ID,YZ_LABEL,YZNM_PY,YZNM_CH,YZNM_FT,AT_TWN_PY,GB10_CNTY,10CNTY_CH,10CNTY_EN,10DIST_CH,10DIST_EN,10PROV_CH,10PROV_EN,CHGIS_ID,long,lat
ming_courier_stations_2014_p8k.762,POINT (106.55000305175781 30.250000000000014),MDYZK,Y,784,PANLONGYI Chongqing (???),PANLONGYI,???,???,SHILONG,500117,???,Hechuan,???????,Chongqing (Districts),???,Chongqing,,106.55,30.25
ming_courier_stations_2014_p8k.763,POINT (106.49805450439452 29.781665802001967),MDYZK,Y,785,TUTUOYI Chongqing (???),TUTUOYI,???,???,,500109,???,Beibei,???????,Chongqing (Districts),???,Chongqing,,106.49805,29.78167
ming_courier_stations_2014_p8k.764,POINT (108.709946 34.33905400000001),MDYZK,Y,786,WEISHUIYI Shaanxi (???),WEISHUIYI,???,???,XIANYANG,610404,???,Weicheng,???,Xianyang,???,Shaanxi,,108.70995,34.33905
ming_courier_stations_2014_p8k.765,POINT (107.385918 34.52251800000001),MDYZK,Y,787,QIYANGYI Shaanxi (???),QIYANGYI,???,???,FENGXIANGFU,610322,???,Fengxiang,???,Baoji,???,Shaanxi,,107.38592,34.52252
ming_courier_stations_2014_p8k.766,POINT (106.85295899999997 34.891407000000015),MDYZK,Y,788,LONGZHOUYI Shaanxi (???),LONGZHOUYI,???,???,,610327,??,Long,???,Baoji,???,Shaanxi,,106.85296,34.89141
ming_courier_stations_2014_p8k.767,POINT (106.13658099999999 34.746304000000016),MDYZK,N,789,QINGSHUIYI Gansu (??),QINGSHUIYI,??,??,,620521,???,Qingshui,???,Tianshui,???,Gansu,,106.13658,34.7463
ming_courier_stations_2014_p8k.768,POINT (105.71695700000001 34.58547200000002),MDYZK,N,790,QINZHOU Gansu (??),QINZHOU,??,??,,620502,???,Qincheng,???,Tianshui,???,Gansu,,105.71696,34.58547
ming_courier_stations_2014_p8k.769,POINT (104.88529199999998 34.72001600000002),MDYZK,N,791,NINGYUANYI Gansu (??),NINGYUANYI,??,??,,620524,???,Wushan,???,Tianshui,???,Gansu,,104.88529,34.72002
ming_courier_stations_2014_p8k.770,POINT (104.63560499999998 35.007137000000014),MDYZK,N,792,TONG?ANYI Gansu (???),TONG?ANYI,???,???,GONGCHANGFU,621122,???,Longxi,???,Dingxi,???,Gansu,,104.6356,35.00714
ming_courier_stations_2014_p8k.771,POINT (106.94606200000005 34.23448600000007),MDYZK,Y,793,DONGHEQIAOYI Shaanxi (????),DONGHEQIAOYI,????,????,,610330,??,Feng,???,Baoji,???,Shaanxi,,106.94606,34.23449
ming_courier_stations_2014_p8k.772,POINT (106.53333282470699 33.91666793823242),MDYZK,Y,794,SONGLINYI Shaanxi (???),SONGLINYI,???,???,,610330,??,Feng,???,Baoji,???,Shaanxi,,106.53333,33.91667
ming_courier_stations_2014_p8k.773,POINT (104.93819400000007 33.064072000000074),MDYZK,Y,795,LINHONGGUANYI Gansu (????),LINHONGGUANYI,????,????,LINJIANG,621222,??,Wen,???,Longnan,???,Gansu,,104.93819,33.06407
ming_courier_stations_2014_p8k.774,POINT (105.41982240538958 33.55455269498362),MDYZK,Y,796,PINGLUOYI Gansu (???),PINGLUOYI,???,???,,621224,??,Kang,???,Longnan,???,Gansu,,105.41982,33.55455
ming_courier_stations_2014_p8k.775,POINT (106.08667 33.77755400000002),MDYZK,Y,797,HUISHANYI Gansu (???),HUISHANYI,???,???,HUIZHOU,621227,??,Hui,???,Longnan,???,Gansu,,106.08667,33.77755
ming_courier_stations_2014_p8k.776,POINT (106.298553 33.909630000000014),MDYZK,Y,798,HUANGHUAYI Gansu (???),HUANGHUAYI,???,???,LIANGDAN,621228,???,Liangdang,???,Longnan,???,Gansu,,106.29855,33.90963
ming_courier_stations_2014_p8k.777,POINT (104.49847400000004 33.692791000000064),MDYZK,N,799,SHAZEIQIAOYI Gansu (????),SHAZEIQIAOYI,????,????,LIANGHEKOU,621223,???,Dang,???,Longnan,???,Gansu,,104.49847,33.69279
ming_courier_stations_2014_p8k.778,POINT (104.92927599999999 33.394840000000016),MDYZK,Y,800,JIEZHOU Gansu (??),JIEZHOU,??,??,,621202,???,Wudu,???,Longnan,???,Gansu,,104.92928,33.39484
ming_courier_stations_2014_p8k.779,POINT (104.39568300000008 34.05089200000004),MDYZK,Y,801,DANGCHANGYI Gansu (???),DANGCHANGYI,???,???,,621223,???,Dang,???,Longnan,???,Gansu,,104.39568,34.05089
ming_courier_stations_2014_p8k.780,POINT (104.03025099999999 34.43645500000002),MDYZK,Y,802,MINSHANYI Gansu (???),MINSHANYI,???,???,MINZHOU,621126,??,Min,???,Dingxi,???,Gansu,,104.03025,34.43646
ming_courier_stations_2014_p8k.781,POINT (104.151516369847 34.70661153542362),MDYZK,Y,803,JIUDIANYI Gansu (????),JIUDIANYI,????,????,,621125,??,Zhang,???,Dingxi,???,Gansu,,104.15152,34.70661
ming_courier_stations_2014_p8k.782,POINT (104.32869700000003 34.87930700000005),MDYZK,Y,804,SANCHAYI Gansu (???),SANCHAYI,???,???,,621125,??,Zhang,???,Dingxi,???,Gansu,,104.3287,34.87931
ming_courier_stations_2014_p8k.783,POINT (104.47213800000007 34.85063600000007),MDYZK,L,805,ZHUODANYI Gansu (???),ZHUODANYI,???,???,ZHANGXIAN,621125,??,Zhang,???,Dingxi,???,Gansu,,104.47214,34.85064
ming_courier_stations_2014_p8k.784,POINT (105.43491800000002 35.702480000000044),MDYZK,Y,806,QINGJIAYI Gansu (???),QINGJIAYI,???,???,,620422,???,Huining,???,Baiyin,???,Gansu,,105.43492,35.70248
ming_courier_stations_2014_p8k.785,POINT (104.84650400000004 35.65800900000006),MDYZK,Y,807,XIGONGYI Gansu (???),XIGONGYI,???,???,,621102,???,Anding,???,Dingxi,???,Gansu,,104.8465,35.65801
ming_courier_stations_2014_p8k.786,POINT (104.67753600000003 35.30016700000005),MDYZK,Y,808,TONG'ANYI Gansu (???),TONG'ANYI,???,???,,621122,???,Longxi,???,Dingxi,???,Gansu,,104.67754,35.30017
ming_courier_stations_2014_p8k.787,POINT (106.92734500000002 33.61923600000002),MDYZK,Y,809,MADAOYI Shaanxi (???),MADAOYI,???,???,LIUBA,610729,???,Liuba,???,Hanzhong,???,Shaanxi,,106.92735,33.61924
ming_courier_stations_2014_p8k.788,POINT (106.621712 33.15100500000001),MDYZK,Y,810,SHUNZHENGYI Shaanxi (???),SHUNZHENGYI,???,???,MIANXIAN,610725,??,Mian,???,Hanzhong,???,Shaanxi,,106.62171,33.15101
ming_courier_stations_2014_p8k.789,POINT (106.38165000000002 33.074981000000044),MDYZK,Y,811,JINNIUYI Shaanxi (???),JINNIUYI,???,???,QINGYANGYI,610725,??,Mian,???,Hanzhong,???,Shaanxi,,106.38165,33.07498
ming_courier_stations_2014_p8k.790,POINT (106.291878 33.043064000000015),MDYZK,Y,812,YANGPINGYI Shaanxi (???),YANGPINGYI,???,???,DA'ANYI,610726,???,Ningqiang,???,Hanzhong,???,Shaanxi,,106.29188,33.04306
ming_courier_stations_2014_p8k.791,POINT (106.25530936596915 32.81933296628023),MDYZK,Y,813,HUANGBAYI Shaanxi (???),HUANGBAYI,???,???,NINGQIANG,610726,???,Ningqiang,???,Hanzhong,???,Shaanxi,,106.25531,32.81933
ming_courier_stations_2014_p8k.792,POINT (106.00118299999998 32.66309000000001),MDYZK,Y,814,SHENXUANYI Sichuan (???),SHENXUANYI,???,???,,510812,???,Chaotian,???,Guangyuan,???,Sichuan,,106.00118,32.66309
ming_courier_stations_2014_p8k.793,POINT (105.89238000000002 32.629005000000014),MDYZK,Y,815,CHAOTIANYI Sichuan (???),CHAOTIANYI,???,???,,510812,???,Chaotian,???,Guangyuan,???,Sichuan,,105.89238,32.62901
ming_courier_stations_2014_p8k.794,POINT (105.85260800000002 32.54852700000004),MDYZK,Y,816,SHAHEYI Sichuan (???),SHAHEYI,???,???,,510812,???,Chaotian,???,Guangyuan,???,Sichuan,,105.85261,32.54853
ming_courier_stations_2014_p8k.795,POINT (105.878792 32.09310000000006),MDYZK,Y,817,BAILINYI Sichuan (???),BAILINYI,???,???,,510811,???,Yuanba,???,Guangyuan,???,Sichuan,,105.87879,32.0931
ming_courier_stations_2014_p8k.796,POINT (105.85006648168026 32.318442768353094),MDYZK,Y,818,LONGTANYI Sichuan (???),LONGTANYI,???,???,,510802,???,Shizhong,???,Guangyuan,???,Sichuan,,105.85007,32.31844
ming_courier_stations_2014_p8k.797,POINT (105.71903500000008 31.373318000000047),MDYZK,Y,819,LIUBIANYI Sichuan (???),LIUBIANYI,???,???,,511321,???,Nanbu,???,Nanchong,???,Sichuan,,105.71904,31.37332
ming_courier_stations_2014_p8k.798,POINT (105.5423715305151 31.31459359332376),MDYZK,N,820,FUCUNYI Sichuan (???),FUCUNYI,???,???,FUCUNYI,510723,???,Yanting,???,Mianyang,???,Sichuan,,105.54237,31.31459
ming_courier_stations_2014_p8k.799,POINT (105.37611400000002 31.229305000000014),MDYZK,Y,821,YUNXIYI Sichuan (???),YUNXIYI,???,???,YANTING,510723,???,Yanting,???,Mianyang,???,Sichuan,,105.37611,31.22931
ming_courier_stations_2014_p8k.800,POINT (105.24311100000004 31.14602700000006),MDYZK,Y,822,QIULINYI Sichuan (???),QIULINYI,???,???,,510722,???,Santai,???,Mianyang,???,Sichuan,,105.24311,31.14603
ming_courier_stations_2014_p8k.801,POINT (104.77801500000002 32.04074900000007),MDYZK,Y,823,XIPINGYI Sichuan (???),XIPINGYI,???,???,PINGYIPU,510727,???,Pingwu,???,Mianyang,???,Sichuan,,104.77802,32.04075
ming_courier_stations_2014_p8k.802,POINT (104.77239504751347 32.28007148165188),MDYZK,Y,824,XIAOXIYI Sichuan (???),XIAOXIYI,???,???,BAIZICHANG,510727,???,Pingwu,???,Mianyang,???,Sichuan,,104.7724,32.28007
ming_courier_stations_2014_p8k.803,POINT (104.63375800000007 32.385517000000064),MDYZK,Y,825,GUCHENGYI Sichuan (???),GUCHENGYI,???,???,,510727,???,Pingwu,???,Mianyang,???,Sichuan,,104.63376,32.38552
ming_courier_stations_2014_p8k.804,POINT (104.59977293482414 32.416886041896454),MDYZK,Y,826,WUPINGYI Sichuan (???),WUPINGYI,???,???,PINGWUXIAN,510727,???,Pingwu,???,Mianyang,???,Sichuan,,104.59977,32.41689
ming_courier_stations_2014_p8k.805,POINT (104.22058100000005 32.49864200000008),MDYZK,N,827,SHUIJINYI Sichuan (???),SHUIJINYI,???,???,,510727,???,Pingwu,???,Mianyang,???,Sichuan,,104.22058,32.49864
ming_courier_stations_2014_p8k.806,POINT (104.15339661315821 32.59697399146598),MDYZK,Y,828,XIAOHEYI Sichuan (???),XIAOHEYI,???,???,,513224,???,Songpan,?????????,Abacangzuqiangzu,???,Sichuan,,104.1534,32.59697
ming_courier_stations_2014_p8k.807,POINT (103.89971716059738 32.79005224147062),MDYZK,Y,829,SANSHEYI Sichuan (???),SANSHEYI,???,???,,513224,???,Songpan,?????????,Abacangzuqiangzu,???,Sichuan,,103.89972,32.79005
ming_courier_stations_2014_p8k.808,POINT (104.87599400000005 31.077287000000073),MDYZK,Y,830,JIANNINGYI Sichuan (???),JIANNINGYI,???,???,JIANLINYI,510722,???,Santai,???,Mianyang,???,Sichuan,,104.87599,31.07729
ming_courier_stations_2014_p8k.809,POINT (104.49977900000006 30.998730000000027),MDYZK,Y,831,GUDIANYI Sichuan (???),GUDIANYI,???,???,,510623,???,Zhongjiang,???,Deyang,???,Sichuan,,104.49978,30.99873
ming_courier_stations_2014_p8k.810,POINT (103.49946349076627 31.14636994659342),MDYZK,Y,832,TAIPINGYI Sichuan (???),TAIPINGYI,???,???,,513221,???,Wenchuan,?????????,Abacangzuqiangzu,???,Sichuan,,103.49946,31.14637
ming_courier_stations_2014_p8k.811,POINT (103.76979800000004 32.23401600000006),MDYZK,Y,833,ZHENPINGYI Sichuan (???),ZHENPINGYI,???,???,,513224,???,Songpan,?????????,Abacangzuqiangzu,???,Sichuan,,103.7698,32.23402
ming_courier_stations_2014_p8k.812,POINT (103.68100000000004 32.04317500000008),MDYZK,Y,834,LAIDAYI Sichuan (???),LAIDAYI,???,???,DIEXI,513223,??,Mao,?????????,Abacangzuqiangzu,???,Sichuan,,103.681,32.04318
ming_courier_stations_2014_p8k.813,POINT (103.78058400000002 31.78489200000008),MDYZK,Y,835,CHANGNINGYI Sichuan (???),CHANGNINGYI,???,???,GOUKOUZHAI,513223,??,Mao,?????????,Abacangzuqiangzu,???,Sichuan,,103.78058,31.78489
ming_courier_stations_2014_p8k.814,POINT (103.62669400000001 32.567978000000046),MDYZK,Y,836,GUIHUAYI Sichuan (???),GUIHUAYI,???,???,XININGGUAN,513224,???,Songpan,?????????,Abacangzuqiangzu,???,Sichuan,,103.62669,32.56798
ming_courier_stations_2014_p8k.815,POINT (104.06666564941408 30.50000000000001),MDYZK,Y,837,MUMAYI Sichuan (???),MUMAYI,???,???,ZHONGXINZHEN,510122,???,Shuangliu,???,Chengdu,???,Sichuan,,104.06667,30.5
ming_courier_stations_2014_p8k.816,POINT (103.25 30.183332443237315),MDYZK,Y,838,BAIZHANGYI Sichuan (???),BAIZHANGYI,???,???,,511821,???,Mingshan,???,Yaan,???,Sichuan,,103.25,30.18333
ming_courier_stations_2014_p8k.817,POINT (102.18288500000006 28.13118300000008),MDYZK,Y,839,XILONGYI Sichuan (???),XILONGYI,???,???,,513401,???,Xichang,???????,Liangshanyizu,???,Sichuan,,102.18289,28.13118
ming_courier_stations_2014_p8k.818,POINT (102.20759900000007 27.72061200000008),MDYZK,Y,840,LUMAYI Sichuan (???),LUMAYI,???,???,,513401,???,Xichang,???????,Liangshanyizu,???,Sichuan,,102.2076,27.72061
ming_courier_stations_2014_p8k.819,POINT (104.43333435058594 28.633333206176772),MDYZK,Y,841,LUODONGYI Sichuan (???),LUODONGYI,???,???,SHUIFU,511521,???,Yibin,???,Yibin,???,Sichuan,,104.43333,28.63333
ming_courier_stations_2014_p8k.820,POINT (104.1613135170609 28.65673071147441),MDYZK,Y,842,NIXIYI Sichuan (???),NIXIYI,???,???,PINGSHAN,511529,???,Pingshan,???,Yibin,???,Sichuan,,104.16131,28.65673
ming_courier_stations_2014_p8k.821,POINT (103.91583986927719 28.74919612140191),MDYZK,Y,843,MANYISI Sichuan (???),MANYISI,???,???,,511529,???,Pingshan,???,Yibin,???,Sichuan,,103.91584,28.7492
ming_courier_stations_2014_p8k.822,POINT (105.35043800000007 28.58092900000003),MDYZK,Y,844,TONGYOUYI Sichuan (???),TONGYOUYI,???,???,DAZHOUYI,510503,???,Naxi,???,Luzhou,???,Sichuan,,105.35044,28.58093
ming_courier_stations_2014_p8k.823,POINT (105.32832300000007 28.459982000000032),MDYZK,Y,845,JIANGMENYI Sichuan (???),JIANGMENYI,???,???,,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.32832,28.45998
ming_courier_stations_2014_p8k.824,POINT (105.37023050914617 28.38428285907892),MDYZK,Y,846,YONG'ANYI Sichuan (???),YONG'ANYI,???,???,MALINGZHEN,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.37023,28.38428
ming_courier_stations_2014_p8k.825,POINT (105.58026900000004 27.72926500000006),MDYZK,N,847,CHISHUIWEI Sichuan (???),CHISHUIWEI,???,???,,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.58027,27.72927
ming_courier_stations_2014_p8k.826,POINT (105.58333587646484 27.850000381469737),MDYZK,Y,848,MONIYI Sichuan (???),MONIYI,???,???,,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.58334,27.85
ming_courier_stations_2014_p8k.827,POINT (105.56741401551722 27.934338749178103),MDYZK,Y,849,PUSHIYI Sichuan (???),PUSHIYI,???,???,YINGPANSHAN,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.56741,27.93434
ming_courier_stations_2014_p8k.828,POINT (105.46938080385232 28.064636055821328),MDYZK,Y,850,YONG'ANYI Sichuan (???),YONG'ANYI,???,???,DASHU,510524,???,Xuyong,???,Luzhou,???,Sichuan,,105.46938,28.06464
ming_courier_stations_2014_p8k.829,POINT (105.284004 27.308081000000012),MDYZK,N,851,BIJIEYI Guizhou (???),BIJIEYI,???,???,,522401,???,Bijie,????,Bijie,???,Guizhou,,105.284,27.30808
ming_courier_stations_2014_p8k.830,POINT (104.82888793945314 27.311111450195323),MDYZK,Y,852,ZHOUNIYI Guizhou (???),ZHOUNIYI,???,???,ZHEZHUANG,522428,???,Hezhang,????,Bijie,???,Guizhou,,104.82889,27.31111
ming_courier_stations_2014_p8k.831,POINT (104.72207700000006 27.127472000000076),PA_1903,B,853,HEIZHANGYI Guizhou (???),HEIZHANGYI,???,???,,522428,???,Hezhang,????,Bijie,???,Guizhou,,104.72208,27.12747
ming_courier_stations_2014_p8k.832,POINT (104.50622800000008 27.03904200000006),MDYZK,L,854,WADIANYI Guizhou (???),WADIANYI,???,???,,522428,???,Hezhang,????,Bijie,???,Guizhou,,104.50623,27.03904
ming_courier_stations_2014_p8k.833,POINT (104.28983300000002 26.860271000000015),MDYZK,L,855,ZAICHENGYI Guizhou (???),ZAICHENGYI,???,???,WEINING,522427,???????????,Xianningyizuhuizumiaozuzizhi,????,Bijie,???,Guizhou,,104.28983,26.86027
ming_courier_stations_2014_p8k.834,POINT (104.2333297729492 26.76666641235353),MDYZK,L,856,WUSAYI Guizhou (???),WUSAYI,???,???,YAOZHAN,522427,???????????,Xianningyizuhuizumiaozuzizhi,????,Bijie,???,Guizhou,,104.23333,26.76667
ming_courier_stations_2014_p8k.835,POINT (103.88333129882812 26.533332824707042),MDYZK,L,857,PUDEGUIYI Guizhou (????),PUDEGUIYI,????,????,SHANMUQING,522427,???????????,Xianningyizuhuizumiaozuzizhi,????,Bijie,???,Guizhou,,103.88333,26.53333
ming_courier_stations_2014_p8k.836,POINT (104.69255799999999 30.035488000000015),MDYZK,Y,858,NANJINYI Sichuan (???),NANJINYI,???,???,,512002,???,Yanjiang,???,Ziyang,???,Sichuan,,104.69256,30.03549
ming_courier_stations_2014_p8k.837,POINT (106.13114200000007 29.05812300000003),MDYZK,Y,859,BAISHAZHENYI Chongqing (????),BAISHAZHENYI,????,????,,500116,???,Jiangjin,???????,Chongqing (Districts),???,Chongqing,,106.13114,29.05812
ming_courier_stations_2014_p8k.838,POINT (105.89594300000003 28.920595000000052),MDYZK,Y,860,NIUNAOYI Chongqing (???),NIUNAOYI,???,???,,500116,???,Jiangjin,???????,Chongqing (Districts),???,Chongqing,,105.89594,28.9206
ming_courier_stations_2014_p8k.839,POINT (105.95289337210424 29.048017756779938),MDYZK,Y,861,LISHIYI Chongqing (???),LISHIYI,???,???,,500116,???,Jiangjin,???????,Chongqing (Districts),???,Chongqing,,105.95289,29.04802
ming_courier_stations_2014_p8k.840,POINT (106.25295999999999 29.281507000000015),MDYZK,Y,862,JIANGJINYI Chongqing (???),JIANGJINYI,???,???,,500116,???,Jiangjin,???????,Chongqing (Districts),???,Chongqing,,106.25296,29.28151
ming_courier_stations_2014_p8k.841,POINT (116.04112199999999 29.45348600000002),MDYZK,Y,863,KUANGLUYI Jiangxi (???),KUANGLUYI,???,???,NANKANGFU,360427,???,Xingzi,???,Jiujiang,???,Jiangxi,,116.04112,29.45349
ming_courier_stations_2014_p8k.842,POINT (115.994408 29.176830000000013),MDYZK,Y,864,WUCHENGYI Jiangxi (???),WUCHENGYI,???,???,,360425,???,Yongxiu,???,Jiujiang,???,Jiangxi,,115.99441,29.17683
ming_courier_stations_2014_p8k.843,POINT (115.97884738926828 28.85414602009723),MDYZK,Y,865,QIAOSHEYI Jiangxi (???),QIAOSHEYI,???,???,,360122,???,Xinjian,???,Nanchang,???,Jiangxi,,115.97885,28.85415
ming_courier_stations_2014_p8k.844,POINT (115.83668900000004 28.41128900000001),MDYZK,Y,866,SHICHAYI Jiangxi (???),SHICHAYI,???,???,,360121,???,Nanchang,???,Nanchang,???,Jiangxi,,115.83669,28.41129
ming_courier_stations_2014_p8k.845,POINT (115.78578199999998 28.19775400000002),MDYZK,Y,867,JIANJIANGYI Jiangxi (???),JIANJIANGYI,???,???,FENGCHENG,360981,???,Fengcheng,???,Yichun,???,Jiangxi,,115.78578,28.19775
ming_courier_stations_2014_p8k.846,POINT (114.67571999999998 27.81605200000001),MDYZK,Y,868,FENYI Jiangxi (??),FENYI,??,??,,360521,???,Fenyi,???,Xinyu,???,Jiangxi,,114.67572,27.81605
ming_courier_stations_2014_p8k.847,POINT (114.81560521806884 27.70848941601306),MDYZK,Y,869,ANRENYI Jiangxi (???),ANRENYI,???,???,,360502,???,Yushui,???,Xinyu,???,Jiangxi,,114.81561,27.70849
ming_courier_stations_2014_p8k.848,POINT (114.93114 27.80408000000001),MDYZK,Y,870,LUOXIYI Jiangxi (???),LUOXIYI,???,???,XINYU,360502,???,Yushui,???,Xinyu,???,Jiangxi,,114.93114,27.80408
ming_courier_stations_2014_p8k.849,POINT (114.375885 27.79426600000001),MDYZK,N,871,XIUJIANGYI Jiangxi (???),XIUJIANGYI,???,???,,360902,???,Yuanzhou,???,Yichun,???,Jiangxi,,114.37589,27.79427
ming_courier_stations_2014_p8k.850,POINT (114.42475928965207 27.844324394413647),MDYZK,N,872,YUANZHOUFU Jiangxi (???),YUANZHOUFU,???,???,,360902,???,Yuanzhou,???,Yichun,???,Jiangxi,,114.42476,27.84432
ming_courier_stations_2014_p8k.851,POINT (115.09389700000008 27.327516000000067),MDYZK,Y,873,BAISHAYI Jiangxi (???),BAISHAYI,???,???,,360822,???,Jishui,???,Jian,???,Jiangxi,,115.0939,27.32752
ming_courier_stations_2014_p8k.852,POINT (114.90591200000004 26.322424000000073),MDYZK,Y,874,ZAOKOUYI Jiangxi (???),ZAOKOUYI,???,???,,360828,???,Wanan,???,Jian,???,Jiangxi,,114.90591,26.32242
ming_courier_stations_2014_p8k.853,POINT (114.90549500000007 26.129812000000076),MDYZK,Y,875,YOUZHENYI Jiangxi (???),YOUZHENYI,???,???,,360721,??,Ganxian,???,Ganzhou,???,Jiangxi,,114.9055,26.12981
ming_courier_stations_2014_p8k.854,POINT (114.550003051758 25.48333358764651),MDYZK,Y,876,XIAOXIYI Jiangxi (???),XIAOXIYI,???,???,CHIJIANG,360723,???,Dayu,???,Ganzhou,???,Jiangxi,,114.55,25.48333
ming_courier_stations_2014_p8k.855,POINT (116.00349200000005 28.526974000000056),MDYZK,Y,877,WUYANGYI Jiangxi (???),WUYANGYI,???,???,,360121,???,Nanchang,???,Nanchang,???,Jiangxi,,116.00349,28.52697
ming_courier_stations_2014_p8k.856,POINT (116.35501256990645 27.979943984099684),MDYZK,N,878,KONGJIADUYI Jiangxi (????),KONGJIADUYI,????,????,FUZHOUFU,361002,???,Linchuan,???,Fuzhou,???,Jiangxi,,116.35501,27.97994
ming_courier_stations_2014_p8k.857,POINT (116.62744899999998 27.55971700000001),MDYZK,Y,879,GANJIANGYI Jiangxi (???),GANJIANGYI,???,???,JIANCHANGFU,361021,???,Nancheng,???,Fuzhou,???,Jiangxi,,116.62745,27.55972
ming_courier_stations_2014_p8k.858,POINT (117.11883900000008 27.683653000000056),MDYZK,N,880,SHANGUANYI Fujian (???),SHANGUANYI,???,???,,350723,???,Guangze,???,Nanping,???,Fujian,,117.11884,27.68365
ming_courier_stations_2014_p8k.859,POINT (117.33325200000003 27.539524000000014),MDYZK,Y,881,HANGCHUANYI Fujian (???),HANGCHUANYI,???,???,,350723,???,Guangze,???,Nanping,???,Fujian,,117.33325,27.53952
ming_courier_stations_2014_p8k.860,POINT (117.48339800000002 27.337692000000015),MDYZK,Y,882,QIAOCHUANYI Fujian (???),QIAOCHUANYI,???,???,SHAOWUFU,350781,???,Shaowu,???,Nanping,???,Fujian,,117.4834,27.33769
ming_courier_stations_2014_p8k.861,POINT (117.642815 27.146669000000013),MDYZK,Y,883,NAKOUYI Fujian (???),NAKOUYI,???,???,,350781,???,Shaowu,???,Nanping,???,Fujian,,117.64282,27.14667
ming_courier_stations_2014_p8k.862,POINT (117.96530099999998 26.637531000000006),MDYZK,N,884,WANGTAIYI Fujian (???),WANGTAIYI,???,???,,350702,???,Yanping,???,Nanping,???,Fujian,,117.9653,26.63753
ming_courier_stations_2014_p8k.863,POINT (117.80600263571137 26.796715734537642),MDYZK,Y,885,SHUANGFENGYI Fujian (???),SHUANGFENGYI,???,???,SHUNCHANG,350721,???,Shunchang,???,Nanping,???,Fujian,,117.806,26.79672
ming_courier_stations_2014_p8k.864,POINT (117.77143704275363 26.932633688803833),MDYZK,Y,886,FUTUNYI Fujian (???),FUTUNYI,???,???,,350721,???,Shunchang,???,Nanping,???,Fujian,,117.77144,26.93263
ming_courier_stations_2014_p8k.865,POINT (118.40935400000001 26.514273000000006),MDYZK,Y,887,CHAYANGYI Fujian (???),CHAYANGYI,???,???,,350702,???,Yanping,???,Nanping,???,Fujian,,118.40935,26.51427
ming_courier_stations_2014_p8k.866,POINT (118.7612893785389 26.359175954609515),MDYZK,Y,888,SHUIKOUYI Fujian (???),SHUIKOUYI,???,???,,350922,???,Gutian,???,Ningde,???,Fujian,,118.76129,26.35918
ming_courier_stations_2014_p8k.867,POINT (119.33666992187501 25.87361145019531),MDYZK,Y,889,DATIANYI Fujian (???),DATIANYI,???,???,DAYI,350121,???,Minhou,???,Fuzhou,???,Fujian,,119.33667,25.87361
ming_courier_stations_2014_p8k.868,POINT (119.38143899999999 25.72791700000001),MDYZK,Y,890,FUQINGYI Fujian (??),FUQINGYI,??,??,,350181,???,Fuqing,???,Fuzhou,???,Fujian,,119.38144,25.72792
ming_courier_stations_2014_p8k.869,POINT (119.32034349684704 25.706177726512774),MDYZK,Y,891,HONGLUYI Fujian (???),HONGLUYI,???,???,,350181,???,Fuqing,???,Fuzhou,???,Fujian,,119.32034,25.70618
ming_courier_stations_2014_p8k.870,POINT (119.2333297729492 25.533332824707042),MDYZK,Y,892,SUANLINGYI Fujian (???),SUANLINGYI,???,???,KUISHAN,350181,???,Fuqing,???,Fuzhou,???,Fujian,,119.23333,25.53333
ming_courier_stations_2014_p8k.871,POINT (119.01110099999998 25.433954000000018),MDYZK,Y,893,PUYANGYI Fujian (???),PUYANGYI,???,???,XINGHUAFU,350302,???,Chengxiang,???,Putian,???,Fujian,,119.0111,25.43395
ming_courier_stations_2014_p8k.872,POINT (118.80281800000003 25.02207800000001),MDYZK,Y,894,JINTIANYI Fujian (???),JINTIANYI,???,???,HUI'AN,350521,???,Huian,???,Quanzhou,???,Fujian,,118.80282,25.02208
ming_courier_stations_2014_p8k.873,POINT (118.84442099999998 25.24142300000001),MDYZK,Y,895,FENGTINGYI Fujian (???),FENGTINGYI,???,???,,350322,???,Xianyou,???,Putian,???,Fujian,,118.84442,25.24142
ming_courier_stations_2014_p8k.874,POINT (118.58990500000003 24.909641000000015),MDYZK,Y,896,JIN'ANYI Fujian (???),JIN'ANYI,???,???,QUANZHOUFU,350503,???,Fengze,???,Quanzhou,???,Fujian,,118.58991,24.90964
ming_courier_stations_2014_p8k.875,POINT (118.41775000000007 24.746709000000077),MDYZK,Y,897,KANGDIANYI Fujian (???),KANGDIANYI,???,???,DAYING,350583,???,Nanan,???,Quanzhou,???,Fujian,,118.41775,24.74671
ming_courier_stations_2014_p8k.876,POINT (118.1445004017453 24.736698394419207),MDYZK,Y,898,DALUNYI Fujian (???),DALUNYI,???,???,TONG'AN,350212,???,Tongan,???,Xiamen,???,Fujian,,118.1445,24.7367
ming_courier_stations_2014_p8k.877,POINT (117.96395500000006 24.593819000000067),MDYZK,Y,899,SHENQINGYI Fujian (???),SHENQINGYI,???,???,,350211,???,Jimei,???,Xiamen,???,Fujian,,117.96396,24.59382
