FID,the_geom,MAJ_MINOR,SOURCE
ming_courier_routes_2014_kei.1007,"MULTILINESTRING ((122.36705800000004 41.14558400000004, 122.337014657228 41.24670495752605))",2,
ming_courier_routes_2014_kei.1008,"MULTILINESTRING ((122.337014657228 41.24670495752605, 122.00507400000015 41.47807499999999))",2,
ming_courier_routes_2014_kei.1009,"MULTILINESTRING ((122.00507400000015 41.47807499999999, 121.78659800000003 41.59516500000001))",2,
ming_courier_routes_2014_kei.1010,"MULTILINESTRING ((121.78659800000003 41.59516500000001, 121.56389899999999 41.551711000000125))",2,
ming_courier_routes_2014_kei.1011,"MULTILINESTRING ((121.56389899999999 41.551711000000125, 121.24302699999998 41.53939400000013))",2,
ming_courier_routes_2014_kei.1012,"MULTILINESTRING ((121.56389899999999 41.551711000000125, 121.66500091552734 41.37916564941406))",2,
ming_courier_routes_2014_kei.1013,"MULTILINESTRING ((121.66500091552734 41.37916564941406, 121.50592012542529 41.262586351187736))",2,
ming_courier_routes_2014_kei.1014,"MULTILINESTRING ((121.50592012542529 41.262586351187736, 121.40002693820247 41.19192687613378))",2,
ming_courier_routes_2014_kei.1015,"MULTILINESTRING ((121.40002693820247 41.19192687613378, 121.25663000000009 41.097183000000086))",2,
ming_courier_routes_2014_kei.1016,"MULTILINESTRING ((121.25663000000009 41.097183000000086, 121.07874300000015 40.94649900000019))",2,
ming_courier_routes_2014_kei.1017,"MULTILINESTRING ((121.07874300000015 40.94649900000019, 120.9915850000001 40.89590100000004))",2,
ming_courier_routes_2014_kei.1018,"MULTILINESTRING ((120.9915850000001 40.89590100000004, 120.90119721575934 40.76723301535486))",2,
ming_courier_routes_2014_kei.1019,"MULTILINESTRING ((120.90119721575934 40.76723301535486, 120.70330696174858 40.61702715990077))",2,
ming_courier_routes_2014_kei.1020,"MULTILINESTRING ((120.70330696174858 40.61702715990077, 120.57098275575322 40.47993451404977))",2,
ming_courier_routes_2014_kei.1021,"MULTILINESTRING ((120.57098275575322 40.47993451404977, 120.5 40.43333435058594))",2,
ming_courier_routes_2014_kei.1022,"MULTILINESTRING ((120.5 40.43333435058594, 120.43804200000011 40.36014200000011))",2,
ming_courier_routes_2014_kei.1023,"MULTILINESTRING ((120.43804200000011 40.36014200000011, 120.34999847412121 40.349998474121094))",2,
ming_courier_routes_2014_kei.1024,"MULTILINESTRING ((120.34999847412121 40.349998474121094, 120.25 40.283332824707145))",2,
ming_courier_routes_2014_kei.1025,"MULTILINESTRING ((120.25 40.283332824707145, 120.0999984741211 40.20000076293951))",2,
ming_courier_routes_2014_kei.1026,"MULTILINESTRING ((120.0999984741211 40.20000076293951, 120.00385488124061 40.14628173289037))",2,
ming_courier_routes_2014_kei.1027,"MULTILINESTRING ((120.00385488124061 40.14628173289037, 119.952042 40.09100700000016))",2,
ming_courier_routes_2014_kei.1028,"MULTILINESTRING ((119.952042 40.09100700000016, 119.77024100000017 40.01019299999996))",2,
ming_courier_routes_2014_kei.1029,"MULTILINESTRING ((117.3283080000001 23.95955100000009, 117.17467282004054 23.704756408506512))",2,
ming_courier_routes_2014_kei.1030,"MULTILINESTRING ((117.17467282004054 23.704756408506512, 116.68288400000006 23.36395500000009))",2,
ming_courier_routes_2014_kei.1031,"MULTILINESTRING ((109.69477800000004 26.57576000000006, 109.62574799999999 26.319409999999948))",2,MDYZK
ming_courier_routes_2014_kei.1032,,0,
ming_courier_routes_2014_kei.1033,"MULTILINESTRING ((109.62574799999999 26.319409999999948, 109.5957570000001 25.78535499999998))",2,MDYZK
ming_courier_routes_2014_kei.1034,"MULTILINESTRING ((109.60910000000013 24.414519999999982, 109.40439600000002 24.30998800000009))",2,
