id;source;target;label;geom;maj_minor;src
166;50;51;QINGLANG Guizhou (清浪卫) - PINGXI Guizhou (平溪驿);{"type":"MultiLineString","coordinates":[[[108.911544799805,27.2359313964844],[108.730377197266,27.1266841888428]]]};1;
167;47;50;ZHENYUAN Guizhou (镇远驿) - QINGLANG Guizhou (清浪卫);{"type":"MultiLineString","coordinates":[[[108.730377197266,27.1266841888428],[108.418449401855,27.0542640686035]]]};1;
168;45;47;PIANQIAO Guizhou (偏桥驿) - ZHENYUAN Guizhou (镇远驿);{"type":"MultiLineString","coordinates":[[[108.418449401855,27.0542640686035],[108.118927001953,27.0372734069824]]]};1;
169;38;45;QINGPING Guizhou (清平驿) - PIANQIAO Guizhou (偏桥驿);{"type":"MultiLineString","coordinates":[[[108.118927001953,27.0372734069825],[107.78897857666,26.658317565918]]]};1;
170;35;38;XINTIAN Guizhou (新添驿) - QINGPING Guizhou (清平驿);{"type":"MultiLineString","coordinates":[[[107.78897857666,26.658317565918],[107.239624023438,26.5856456756592]]]};1;
171;32;35;LONGLI Guizhou (龙里驿) - XINTIAN Guizhou (新添驿);{"type":"MultiLineString","coordinates":[[[107.239624023438,26.5856456756592],[106.981063842773,26.4583358764648]]]};1;
172;29;32;HUANGHUA Guizhou (贵州驿) - LONGLI Guizhou (龙里驿);{"type":"MultiLineString","coordinates":[[[106.981063842773,26.4583358764648],[106.709114074707,26.5807781219482]]]};1;
173;25;29;WEIQING Guizhou (威清驿) - HUANGHUA Guizhou (贵州驿);{"type":"MultiLineString","coordinates":[[[106.709114074707,26.5807781219482],[106.467620849609,26.5560493469238]]]};1;
174;24;25;PINGBA Guizhou (平坝驿) - WEIQING Guizhou (威清驿);{"type":"MultiLineString","coordinates":[[[106.467620849609,26.5560493469238],[106.260856628418,26.4177875518799]]]};1;
175;22;24;PULIYI Guizhou (普利驿) - PINGBA Guizhou (平坝驿);{"type":"MultiLineString","coordinates":[[[106.260856628418,26.4177875518799],[105.927864074707,26.2432441711426]]]};1;
176;20;22;ANZHUANG Guizhou (安庄驿) - PULIYI Guizhou (普利驿);{"type":"MultiLineString","coordinates":[[[105.927864074707,26.2432441711426],[105.763557434082,26.0545959472656]]]};1;
177;18;20;CHACHENG Guizhou (查城) - ANZHUANG Guizhou (安庄驿);{"type":"MultiLineString","coordinates":[[[105.763557434082,26.0545959472656],[105.485824584961,25.9102077484131]]]};1;
178;17;18;WEIJIUYI Guizhou (尾酒驿) - CHACHENG Guizhou (查城);{"type":"MultiLineString","coordinates":[[[105.485824584961,25.9102077484131],[105.215881347656,25.8334693908691]]]};1;
179;15;17;XINXING Guizhou (新兴驿) - WEIJIUYI Guizhou (尾酒驿);{"type":"MultiLineString","coordinates":[[[105.215881347656,25.8334693908691],[104.952079772949,25.7884101867676]]]};1;
180;13;15;PU'AN Guizhou (普安) - XINXING Guizhou (新兴驿);{"type":"MultiLineString","coordinates":[[[104.952079772949,25.7884101867676],[104.649894714355,25.7931423187256]]]};1;
181;13;251;PU'AN Guizhou (普安) - BAISHUISI Yunnan (白水司);{"type":"MultiLineString","coordinates":[[[104.649894714355,25.7931423187257],[104.011978,25.6571450000001]]]};1;
182;4;5;MALONG Yunnan (马龙) - NANNING XIAN Yunnan (南宁县);{"type":"MultiLineString","coordinates":[[[103.796775817871,25.4958438873291],[103.580207824707,25.4284343719482]]]};1;
183;2;4;YANGLIN Yunnan (杨林) - MALONG Yunnan (马龙);{"type":"MultiLineString","coordinates":[[[103.580207824707,25.4284343719482],[103.06189,25.220108]]]};1;
184;1;2;YUNNANFU Yunnan (云南府) - YANGLIN Yunnan (杨林);{"type":"MultiLineString","coordinates":[[[103.06189,25.220108],[102.710350036621,25.0459136962891]]]};1;
185;88;623;XUGOU Shanxi (徐沟) - TONGGEYI Shanxi (同戈驿);{"type":"MultiLineString","coordinates":[[[112.509769,37.5958639999974],[112.508995056152,37.5571823120118]]]};1;MDYZK
186;86;624;QIXIAN Shanxi (祁县) - JIALINGYI Shanxi (贾令驿);{"type":"MultiLineString","coordinates":[[[112.356949,37.4152530000002],[112.315299987793,37.353816986084]]]};1;MDYZK
187;84;86;HONGSHANYI Shanxi (洪善驿) - QIXIAN Shanxi (祁县);{"type":"MultiLineString","coordinates":[[[112.315299987793,37.353816986084],[112.216796875,37.2842483520508]]]};1;MDYZK
188;78;84;YITANG Shanxi (义棠驿) - HONGSHANYI Shanxi (洪善驿);{"type":"MultiLineString","coordinates":[[[112.216796875,37.2842483520507],[111.912163,37.0264740000001]]]};1;MDYZK
189;77;78;RUISHI Shanxi (瑞石驿) - YITANG Shanxi (义棠驿);{"type":"MultiLineString","coordinates":[[[111.912163,37.0264740000001],[111.776214599609,36.8421516418458]]]};1;MDYZK
190;75;625;HUOSHAN Shanxi (霍山驿) - RENYI Shanxi (仁义驿);{"type":"MultiLineString","coordinates":[[[111.766853,36.745735],[111.728080749512,36.5638236999512]]]};1;MDYZK
191;73;75;PUJIANYI Shanxi (普涧驿) - HUOSHAN Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.728080749512,36.5638236999512],[111.682914733887,36.2593994140625]]]};1;
192;71;73;JIANXIONG Shanxi (建雄驿) - PUJIANYI Shanxi (普涧驿);{"type":"MultiLineString","coordinates":[[[111.682914733887,36.2593994140625],[111.515434265137,36.0780372619629]]]};1;
193;69;71;MENGCHENGYI Shanxi (蒙城驿) - JIANXIONG Shanxi (建雄驿);{"type":"MultiLineString","coordinates":[[[111.515434265137,36.0780372619629],[111.449478,35.792095]]]};1;MDYZK
194;68;626;SUCHUANYI Shanxi (涑川驿) - HOUSHANYI Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.338074,35.6088640000001],[111.217208862305,35.3577232360841]]]};1;MDYZK
195;66;68;HONGZHI Shanxi (泓芝驿) - SUCHUANYI Shanxi (涑川驿);{"type":"MultiLineString","coordinates":[[[111.217208862305,35.3577232360841],[110.952011944873,35.0663732397762]]]};1;MDYZK
196;64;66;FANQIAOYI Shanxi (樊桥驿) - HONGZHI Shanxi (泓芝驿);{"type":"MultiLineString","coordinates":[[[110.952011944873,35.0663732397762],[110.596001,35.0560000000002]]]};1;MDYZK
197;64;563;FANQIAOYI Shanxi (樊桥驿) - HEDONGYI Shanxi (河东驿);{"type":"MultiLineString","coordinates":[[[110.596001,35.0560000000002],[110.332305908203,34.8351287841797]]]};1;MDYZK
198;60;563;TONGGUAN Shaanxi (潼关驿) - HEDONGYI Shanxi (河东驿);{"type":"MultiLineString","coordinates":[[[110.332305908203,34.8351287841797],[110.273651123047,34.5988082885742]]]};1;MDYZK
199;57;60;TONGJIN Shaanxi (潼津驿) - TONGGUAN Shaanxi (潼关驿);{"type":"MultiLineString","coordinates":[[[110.273651123047,34.5988082885742],[110.089363098145,34.5683097839355]]]};1;
200;56;57;HUASHAN Shaanxi (华山驿) - TONGJIN Shaanxi (潼津驿);{"type":"MultiLineString","coordinates":[[[110.089363098145,34.5683097839355],[110.078399658203,34.5344314575195]]]};1;
201;55;56;FENGYUAN Shaanxi (丰原驿) - HUASHAN Shaanxi (华山驿);{"type":"MultiLineString","coordinates":[[[110.078399658203,34.5344314575195],[109.501235961914,34.5029983520508]]]};1;
202;54;55;XINFENG Shaanxi (新丰驿) - FENGYUAN Shaanxi (丰原驿);{"type":"MultiLineString","coordinates":[[[109.501235961914,34.5029983520508],[109.238296508789,34.4314117431641]]]};1;
203;52;54;JINGZHAO Shaanxi (京兆驿) - XINFENG Shaanxi (新丰驿);{"type":"MultiLineString","coordinates":[[[109.238296508789,34.4314117431641],[108.944206237793,34.2666053771973]]]};1;
204;52;786;JINGZHAO Shaanxi (京兆驿) - WEISHUIYI Shaanxi (渭水驿);{"type":"MultiLineString","coordinates":[[[108.944206237793,34.2666053771973],[108.709946,34.3390540000001]]]};2;
205;46;49;WEISHENG Shaanxi (威胜驿) - DIANZHANG Shaanxi (店张);{"type":"MultiLineString","coordinates":[[[108.527099609375,34.428539276123],[108.23560333252,34.5303001403809]]]};2;
206;42;46;YONG'AN Shaanxi (永安驿) - WEISHENG Shaanxi (威胜驿);{"type":"MultiLineString","coordinates":[[[108.23560333252,34.5303001403809],[108.043968200684,34.8127479553223]]]};2;
207;42;43;YONG'AN Shaanxi (永安驿) - XINPING Shaanxi (新平驿);{"type":"MultiLineString","coordinates":[[[108.043968200684,34.8127479553223],[108.077987670898,35.0396575927734]]]};2;
208;39;43;YILUYI Shaanxi (宜禄驿) - XINPING Shaanxi (新平驿);{"type":"MultiLineString","coordinates":[[[108.077987670898,35.0396575927734],[107.789321899414,35.2054405212402]]]};2;
209;36;39;WAYUN Gansu (瓦云驿) - YILUYI Shaanxi (宜禄驿);{"type":"MultiLineString","coordinates":[[[107.789321899414,35.2054405212402],[107.363388061523,35.3288078308105]]]};2;
210;34;36;BAISHUI Gansu (白水驿) - WAYUN Gansu (瓦云驿);{"type":"MultiLineString","coordinates":[[[107.363388061523,35.3288078308105],[106.975792,35.4294170000003]]]};2;
211;28;34;GAOPING Gansu (高平驿) - BAISHUI Gansu (白水驿);{"type":"MultiLineString","coordinates":[[[106.975792,35.4294170000003],[106.685661315918,35.5358467102053]]]};2;
212;27;28;WATING Ningxia (瓦亭驿) - GAOPING Gansu (高平驿);{"type":"MultiLineString","coordinates":[[[106.685661315918,35.5358467102053],[106.319969,35.6913910000003]]]};2;
213;23;27;LONGCHENG Ningxia (隆城驿) - WATING Ningxia (瓦亭驿);{"type":"MultiLineString","coordinates":[[[106.319969,35.6913910000003],[106.12223815918,35.6170921325684]]]};2;
214;19;23;JINGYANG Gansu (泾阳驿) - LONGCHENG Ningxia (隆城驿);{"type":"MultiLineString","coordinates":[[[106.12223815918,35.6170921325684],[105.728820800781,35.524097442627]]]};2;
215;19;806;JINGYANG Gansu (泾阳驿) - QINGJIAYI Gansu (青家驿);{"type":"MultiLineString","coordinates":[[[105.728820800781,35.524097442627],[105.434918,35.7024800000002]]]};2;
216;16;807;BAONINGYI Gansu (保宁驿) - XIGONGYI Gansu (西巩驿);{"type":"MultiLineString","coordinates":[[[105.056137084961,35.6941986083985],[104.846504,35.6580090000001]]]};2;
217;9;12;QINGSHUI Gansu (清水驿) - YANSHOUYI Gansu (延寿驿);{"type":"MultiLineString","coordinates":[[[104.620307922363,35.5750923156738],[104.107872009277,35.8468208312988]]]};2;
218;7;709;LANQUANYI Gansu (兰泉驿) - DINGYUANYI Gansu (定远驿);{"type":"MultiLineString","coordinates":[[[104.003593,35.9742280000005],[103.847137451172,36.0470314025881]]]};2;
219;48;786;BAIQU Shaanxi (白渠驿) - WEISHUIYI Shaanxi (渭水驿);{"type":"MultiLineString","coordinates":[[[108.709946,34.3390540000001],[108.482604980469,34.2987213134766]]]};1;
220;44;48;TAICHENGYI Shaanxi (邰城驿) - BAIQU Shaanxi (白渠驿);{"type":"MultiLineString","coordinates":[[[108.482604980469,34.2987213134766],[108.105102539062,34.3320541381836]]]};1;
221;40;44;FENGQUAN Shaanxi (凤泉驿) - TAICHENGYI Shaanxi (邰城驿);{"type":"MultiLineString","coordinates":[[[108.105102539062,34.3320541381836],[107.868492126465,34.3618240356445]]]};1;
222;37;40;QIZHOU Shaanxi (岐周驿) - FENGQUAN Shaanxi (凤泉驿);{"type":"MultiLineString","coordinates":[[[107.868492126465,34.3618240356445],[107.627090454102,34.4396362304688]]]};1;
223;37;787;QIZHOU Shaanxi (岐周驿) - QIYANGYI Shaanxi (岐阳驿);{"type":"MultiLineString","coordinates":[[[107.627090454102,34.4396362304687],[107.385918,34.522518]]]};1;
224;33;793;CHENCANG Shaanxi (陈仓驿) - DONGHEQIAOYI Shaanxi (东河桥驿);{"type":"MultiLineString","coordinates":[[[107.14038848877,34.3818702697754],[106.946062,34.2344860000001]]]};1;
225;31;809;BAOCHENG Shaanxi (褒城) - MADAOYI Shaanxi (马道驿);{"type":"MultiLineString","coordinates":[[[106.927345,33.619236],[106.969261169434,33.2003898620605]]]};1;
226;30;31;MIANXIAN Shaanxi (勉县) - BAOCHENG Shaanxi (褒城);{"type":"MultiLineString","coordinates":[[[106.969261169434,33.2003898620605],[106.774803161621,33.1379013061523]]]};1;
227;811;812;JINNIUYI Shaanxi (金牛驿) - YANGPINGYI Shaanxi (阳平驿);{"type":"MultiLineString","coordinates":[[[106.38165,33.074981],[106.291878,33.0430640000001]]]};1;
228;21;816;WENJINYI Sichuan (问津驿) - SHAHEYI Sichuan (沙河驿);{"type":"MultiLineString","coordinates":[[[105.852608,32.5485270000001],[105.832992553711,32.4438896179199]]]};1;
229;10;470;XINDU Sichuan (新都驿) - HANZHOU Sichuan (汉州);{"type":"MultiLineString","coordinates":[[[104.283066,30.9813100000001],[104.160545349121,30.8313903808594]]]};1;
230;8;10;JINGUANYI Sichuan (锦官驿) - XINDU Sichuan (新都驿);{"type":"MultiLineString","coordinates":[[[104.160545349121,30.8313903808594],[104.077995300293,30.6503849029541]]]};1;
231;6;251;ZHANYI Yunnan (沾益) - BAISHUISI Yunnan (白水司);{"type":"MultiLineString","coordinates":[[[104.011978,25.657145],[103.822113037109,25.6099281311035]]]};1;
232;2;3;YANGLIN Yunnan (杨林) - XUNDIAN GUCHENG Yunnan (寻甸);{"type":"MultiLineString","coordinates":[[[103.06189,25.220108],[103.253716,25.562204]]]};2;1903 atlas
233;3;265;XUNDIAN GUCHENG Yunnan (寻甸) - DONGCHUAN Yunnan (东川);{"type":"MultiLineString","coordinates":[[[103.253715515137,25.5622043609619],[103.29464,26.420563]]]};2;1903 atlas
234;266;857;XUANWEI Yunnan (宣威) - PUDEGUIYI Guizhou (普德归驿);{"type":"MultiLineString","coordinates":[[[103.883331298828,26.533332824707],[104.106407,26.2188420000001]]]};2;1903 atlas
235;5;261;NANNING XIAN Yunnan (南宁县) - LULIANG Yunnan (陆良);{"type":"MultiLineString","coordinates":[[[103.796775817871,25.4958438873291],[103.662529,25.032265]]]};2;1903 atlas
236;260;261;ZHAOKUA Yunnan (赵卡) - LULIANG Yunnan (陆良);{"type":"MultiLineString","coordinates":[[[103.662529,25.032265],[103.695703580733,24.8491421589225]]]};2;1903 atlas
237;259;260;MILE Yunnan (弥勒) - ZHAOKUA Yunnan (赵卡);{"type":"MultiLineString","coordinates":[[[103.695703580733,24.8491421589225],[103.433205,24.409359]]]};2;1903 atlas
238;258;259;ZHUYUAN Yunnan (竹园) - MILE Yunnan (弥勒);{"type":"MultiLineString","coordinates":[[[103.433205,24.409359],[103.410736,24.111174]]]};2;1903 atlas
239;257;258;AMI ZHOU Yunnan (阿迷州) - ZHUYUAN Yunnan (竹园);{"type":"MultiLineString","coordinates":[[[103.410736,24.111174],[103.23381,23.714905]]]};2;1903 atlas
240;253;257;MENGZI Yunnan (蒙自) - AMI ZHOU Yunnan (阿迷州);{"type":"MultiLineString","coordinates":[[[103.23381,23.714905],[103.39257,23.369949]]]};2;1903 atlas
241;253;254;MENGZI Yunnan (蒙自) - MATANG Yunnan (马塘);{"type":"MultiLineString","coordinates":[[[103.39257,23.369949],[104.060753,23.499567]]]};2;1903 atlas
242;254;255;MATANG Yunnan (马塘) - KAIHUA Yunnan (开化);{"type":"MultiLineString","coordinates":[[[104.060753,23.499567],[104.23555,23.376131]]]};2;1903 atlas
243;255;256;KAIHUA Yunnan (开化) - MABAIGUAN Yunnan (马白关);{"type":"MultiLineString","coordinates":[[[104.23555,23.376131],[104.395963,23.021482]]]};2;1903 atlas
244;252;253;HEKOU Yunnan (河口) - MENGZI Yunnan (蒙自);{"type":"MultiLineString","coordinates":[[[103.39257,23.369949],[103.960906996729,22.5112079983605]]]};2;1903 atlas
245;257;262;AMI ZHOU Yunnan (阿迷州) - POXI Yunnan (婆兮);{"type":"MultiLineString","coordinates":[[[103.23381,23.714905],[103.098052978516,24.2230548858643]]]};2;1903 atlas
246;262;263;POXI Yunnan (婆兮) - LUFENG Yunnan (禄丰);{"type":"MultiLineString","coordinates":[[[103.098052978516,24.2230548858643],[103.097245994899,24.5631509959097]]]};2;1903 atlas
247;263;264;LUFENG Yunnan (禄丰) - YILIANG Yunnan (宜良);{"type":"MultiLineString","coordinates":[[[103.097245994899,24.5631509959096],[103.141975,24.911066]]]};2;1903 atlas
248;1;264;YUNNANFU Yunnan (云南府) - YILIANG Yunnan (宜良);{"type":"MultiLineString","coordinates":[[[103.141975,24.911066],[102.710350036621,25.0459136962891]]]};2;1903 atlas
249;1;267;YUNNANFU Yunnan (云南府) - KUNYANG Yunnan (昆阳);{"type":"MultiLineString","coordinates":[[[102.710350036621,25.0459136962891],[102.599739,24.673285]]]};2;1903 atlas
250;267;268;KUNYANG Yunnan (昆阳) - XINXING Yunnan (新兴);{"type":"MultiLineString","coordinates":[[[102.599738995107,24.6732849940093],[102.537323,24.355511]]]};2;1903 atlas
251;268;269;XINXING Yunnan (新兴) - HEXI Yunnan (河西);{"type":"MultiLineString","coordinates":[[[102.537323,24.355511],[102.639282,24.141741]]]};2;1903 atlas
252;269;270;HEXI Yunnan (河西) - TONGHAI Yunnan (通海);{"type":"MultiLineString","coordinates":[[[102.639282,24.141741],[102.755608,24.106071]]]};2;1903 atlas
253;270;275;TONGHAI Yunnan (通海) - LIN'ANFU Yunnan (临安);{"type":"MultiLineString","coordinates":[[[102.755608,24.106071],[102.822311,23.624552]]]};2;1903 atlas
254;271;275;SHIPING Yunnan (石屏) - LIN'ANFU Yunnan (临安);{"type":"MultiLineString","coordinates":[[[102.822311,23.624552],[102.488258,23.719015]]]};2;1903 atlas
255;271;272;SHIPING Yunnan (石屏) - YUANJIANG Yunnan (元江);{"type":"MultiLineString","coordinates":[[[102.488258,23.719015],[102.006424,23.604008]]]};2;1903 atlas
256;272;273;YUANJIANG Yunnan (元江) - TALANG Yunnan (他郎);{"type":"MultiLineString","coordinates":[[[102.006424,23.604008],[101.694001615928,23.4391395305765]]]};2;1903 atlas
257;273;276;TALANG Yunnan (他郎) - MOHEI Yunnan (磨黑);{"type":"MultiLineString","coordinates":[[[101.688468652368,23.4460660446462],[101.169305256848,23.1616028473682]]]};2;1903 atlas
258;274;276;NING'ER Yunnan (宁洱) - MOHEI Yunnan (磨黑);{"type":"MultiLineString","coordinates":[[[101.169305256848,23.1616028473682],[101.035989338541,23.0706016465361]]]};2;1903 atlas
259;274;277;NING'ER Yunnan (宁洱) - SHIGAO Yunnan (石膏);{"type":"MultiLineString","coordinates":[[[101.035989338541,23.0706016465361],[101.076692694722,23.0010728182501]]]};2;1903 atlas
260;277;278;SHIGAO Yunnan (石膏) - PU'ER Yunnan (普洱);{"type":"MultiLineString","coordinates":[[[101.076692694722,23.0010728182501],[100.975433017753,22.7934299846482]]]};2;1903 atlas
261;1;279;YUNNANFU Yunnan (云南府) - ANNING Yunnan (安宁);{"type":"MultiLineString","coordinates":[[[102.710350036621,25.0459136962891],[102.474121,24.918442]]]};2;1903 atlas
262;279;280;ANNING Yunnan (安宁) - LUFENG Yunnan (禄丰);{"type":"MultiLineString","coordinates":[[[102.474121,24.918442],[102.080101,25.147398]]]};2;1903 atlas
263;280;281;LUFENG Yunnan (禄丰) - LUFENG Yunnan (禄丰);{"type":"MultiLineString","coordinates":[[[102.080101,25.147398],[101.753387,25.171421]]]};2;1903 atlas
264;281;282;LUFENG Yunnan (禄丰) - CHUXIONG Yunnan (楚雄);{"type":"MultiLineString","coordinates":[[[101.753387,25.171421],[101.542862,25.033066]]]};2;1903 atlas
265;282;283;CHUXIONG Yunnan (楚雄) - ZHENNAN Yunnan (镇南驿);{"type":"MultiLineString","coordinates":[[[101.542862,25.033066],[101.276962,25.196548]]]};2;1903 atlas
266;283;284;ZHENNAN Yunnan (镇南驿) - YUNNANYI Yunnan (镇南驿);{"type":"MultiLineString","coordinates":[[[101.276962,25.196548],[100.558983,25.479092]]]};2;1903 atlas
267;284;285;YUNNANYI Yunnan (镇南驿) - ZHAOZHOU Yunnan (赵州);{"type":"MultiLineString","coordinates":[[[100.558983,25.479092],[100.312897,25.585171]]]};2;1903 atlas
268;285;290;ZHAOZHOU Yunnan (赵州) - XIAGUAN Yunnan (下关);{"type":"MultiLineString","coordinates":[[[100.312897,25.585171],[100.226288,25.5904669999999]]]};2;1903 atlas
269;286;287;TAIHEYI Yunnan (太和驿) - DENGCHUAN Yunnan (邓川);{"type":"MultiLineString","coordinates":[[[100.164444,25.69783],[100.100213,25.994296]]]};2;1903 atlas
270;287;288;DENGCHUAN Yunnan (邓川) - HEQING Yunnan (鹤庆);{"type":"MultiLineString","coordinates":[[[100.100213,25.994296],[100.179276,26.559418]]]};2;1903 atlas
271;288;289;HEQING Yunnan (鹤庆) - LIJIANG Yunnan (丽江);{"type":"MultiLineString","coordinates":[[[100.179276,26.559418],[100.235985,26.874634]]]};2;1903 atlas
272;286;290;TAIHEYI Yunnan (太和驿) - XIAGUAN Yunnan (下关);{"type":"MultiLineString","coordinates":[[[100.226288,25.5904669999999],[100.164444,25.69783]]]};2;1903 atlas
273;290;291;XIAGUAN Yunnan (下关) - YONGPING Yunnan (永平);{"type":"MultiLineString","coordinates":[[[100.226288,25.5904669999999],[99.5193410000001,25.463171]]]};2;1903 atlas
